Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,PromotionMomentum,CompensationGrowthProxy,CareerSatisfactionIndex,OrgStabilityScore,EmployeeDevelopmentScore,RetentionOpportunityIndex,LeadershipExposureScore,EngagementCompositeScore,BurnoutRiskProxy,CareerAccelerationScore,PromotionGapScore,RetentionScore,StagnationScore,GrowthPotentialScore,ManagerialInfluenceScore,CompositeRisk,RiskTier,Cluster,ClusterLabel,PCA1,PCA2
59,0,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.125,0.3333333333333333,2.2647352647352648,2.6666666666666665,3.0,8.3,0.42916666666666664,1.4,2.8,0.21206896551724136,17.0,13.333333333333334,42.916666666666664,25.0,63.846153846153854,66.66666666666666,28.666666666666668,Low Risk,0,Fast-Track Performers,1.8874061064809626,-0.04494553033177088
50,0,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6,0.0,0.0,0.375,0.75,0.15151515151515152,1.0,3.902619476104779,3.0,3.5,6.200000000000001,0.1,3.6,3.35,0.16034482758620688,33.0,0.0,10.0,0.0,47.6923076923077,75.0,4.0,Low Risk,3,Stable Contributors,-1.7240927668646577,1.3095329695742264
33,1,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4,0.0,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.1111111111111111,1.0,2.4335664335664338,2.6666666666666665,3.0,6.699999999999999,0.24444444444444446,1.5999999999999999,2.9000000000000004,0.6948275862068967,39.0,0.0,24.444444444444446,44.44444444444444,51.53846153846153,66.66666666666666,23.11111111111111,Low Risk,3,Stable Contributors,-0.8309271082266692,0.130128941467521
43,0,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9,0.05555555555555555,0.5652173913043478,0.16666666666666666,0.5,0.17391304347826086,0.5,4.014996250937266,3.3333333333333335,3.5,10.9,0.22741545893719803,3.1,3.5500000000000003,0.7155172413793104,44.0,6.666666666666667,22.741545893719803,56.52173913043478,83.84615384615385,50.0,28.053140096618357,Low Risk,3,Stable Contributors,-0.6906567277905998,1.697403936660968
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7,0.1,0.5,0.3,0.7,0.07142857142857142,0.5,2.704295704295704,2.6666666666666665,1.0,10.1,0.29333333333333333,1.4,1.6,0.1706896551724138,40.0,6.666666666666667,29.333333333333332,50.0,77.6923076923077,70.0,28.733333333333334,Low Risk,4,Career Explorers,0.17749141955703499,-1.8657224950701867
52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12,0.4411764705882353,0.20588235294117646,0.058823529411764705,0.35294117647058826,0.14705882352941177,0.0625,3.8128374325134975,3.0,2.5,8.7,0.3058823529411765,3.1,2.95,0.4206896551724138,3.375,100.0,30.58823529411765,20.588235294117645,66.92307692307692,35.294117647058826,48.41176470588235,Medium Risk,0,Fast-Track Performers,1.2512789293195006,0.9131190588276732
32,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2,0.2,0.42857142857142855,1.0,0.4,0.14285714285714285,0.5,3.927072927072927,2.6666666666666665,2.0,6.800000000000001,0.31047619047619046,1.5999999999999999,2.2,0.19137931034482758,16.5,6.666666666666667,31.047619047619047,42.857142857142854,52.307692307692314,40.0,27.276190476190475,Low Risk,4,Career Explorers,0.542448973720092,-0.6673228947720634
32,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2,0.25,0.4,0.5,0.5,0.2,0.5,3.7262737262737264,2.0,4.0,7.1,0.3875,1.1,3.1,0.560344827586207,21.0,6.666666666666667,38.75,40.0,54.61538461538461,50.0,29.5,Low Risk,4,Career Explorers,0.7997419067030938,-0.4883225651558571
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,0.25,0.25,0.25,0.5,0.125,0.5,2.2297702297702298,3.0,3.0,6.800000000000001,0.25,2.0,3.0,0.16034482758620688,21.0,6.666666666666667,25.0,25.0,52.307692307692314,50.0,19.5,Low Risk,3,Stable Contributors,0.15895944014294247,0.8635086580335375
32,0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0.5,0.4,0.5,0.5,0.4,0.3333333333333333,2.231384307846077,3.3333333333333335,2.0,8.7,0.3416666666666667,1.9,2.8000000000000003,0.2689655172413793,18.0,13.333333333333334,34.166666666666664,40.0,66.92307692307692,50.0,29.666666666666664,Low Risk,0,Fast-Track Performers,0.8485893824937446,1.0231515009674146
41,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,0.0,0.0,1.0,0.0,0.1111111111111111,1.0,1.535232383808096,2.0,2.0,7.9,0.2,2.3,1.7000000000000002,0.346551724137931,48.0,0.0,20.0,0.0,60.769230769230774,0.0,8.0,Low Risk,4,Career Explorers,-2.2464404517715697,-2.561935507403501
40,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,0.4,0.8,0.3,0.7,0.2,0.2,1.658670664667666,3.3333333333333335,1.0,8.600000000000001,0.4066666666666666,2.3,2.3,0.3982758620689655,10.2,26.666666666666668,40.666666666666664,80.0,66.15384615384616,70.0,48.266666666666666,Medium Risk,0,Fast-Track Performers,2.1834347112871875,0.37351128112063503
45,0,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7,0.04,0.0,0.08,0.28,0.19230769230769232,0.5,3.839632073585283,3.6666666666666665,3.0,5.9,0.047333333333333345,3.9000000000000004,3.3000000000000003,0.16034482758620688,16.5,6.666666666666667,4.733333333333334,0.0,45.38461538461539,28.000000000000004,3.8933333333333335,Low Risk,3,Stable Contributors,-1.4361137421814005,2.51744586194818
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,0.6666666666666666,0.2,1.0,0.6666666666666666,0.3,0.3333333333333333,4.5568143952016,3.0,1.5,6.600000000000001,0.3833333333333333,2.6,2.25,0.3310344827586207,12.0,13.333333333333334,38.33333333333333,20.0,50.76923076923078,66.66666666666666,25.333333333333332,Low Risk,0,Fast-Track Performers,1.6236858631183329,0.038552292303176354
33,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2.908091908091908,2.6666666666666665,3.0,6.699999999999999,0.30000000000000004,1.3,3.1,0.20172413793103447,39.0,0.0,30.000000000000004,66.66666666666666,51.53846153846153,66.66666666666666,32.0,Low Risk,3,Stable Contributors,-0.6640521278344425,0.24609385674586592
34,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0.4166666666666667,0.6428571428571429,0.25,0.75,0.14285714285714285,0.16666666666666666,2.9770114942528734,2.0,3.0,7.0,0.506547619047619,1.8,2.4000000000000004,0.1706896551724138,6.5,33.33333333333333,50.654761904761905,64.28571428571429,53.84615384615385,75.0,49.54761904761905,Medium Risk,0,Fast-Track Performers,2.8562885421260558,-1.4111851981479924
37,0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0.0,0.05555555555555555,0.5,0.5,0.05555555555555555,1.0,3.9160839160839163,1.6666666666666667,2.0,7.1,0.2472222222222222,1.3,1.7000000000000002,0.16034482758620688,42.0,0.0,24.72222222222222,5.555555555555555,54.61538461538461,50.0,11.555555555555555,Low Risk,4,Career Explorers,-1.2532073454534691,-3.0253372243424645
45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,0.0,0.2,0.25,0.5,0.2,1.0,3.215392303848076,3.3333333333333335,2.5,8.0,0.11666666666666665,2.4000000000000004,2.75,0.37241379310344824,51.0,0.0,11.666666666666666,20.0,61.53846153846154,50.0,10.666666666666668,Low Risk,3,Stable Contributors,-2.2044910643337055,0.7831959257693708
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,0.0,0.0,2.5,0.0,0.16666666666666666,1.0,3.348217260913029,3.0,1.5,6.800000000000001,0.1,2.8,2.25,0.40344827586206894,33.0,0.0,10.0,0.0,52.307692307692314,0.0,4.0,Low Risk,2,High-Risk Stagnation,-2.4572228880978115,-0.10437965877894015
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,0.55,0.2857142857142857,0.05,0.4,0.14285714285714285,0.08333333333333333,3.6447850716427856,3.0,3.5,11.5,0.3639285714285714,2.4,3.25,0.32068965517241377,8.333333333333334,73.33333333333333,36.39285714285714,28.57142857142857,88.46153846153845,40.0,45.12857142857142,Medium Risk,0,Fast-Track Performers,1.4839915657595426,0.9462040430758777
29,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5,2.3376623376623376,3.3333333333333335,2.0,8.8,0.2952380952380952,1.4,2.8000000000000003,0.30517241379310345,28.5,6.666666666666667,29.52380952380952,71.42857142857143,67.6923076923077,71.42857142857143,35.238095238095234,Medium Risk,3,Stable Contributors,0.5783540912032397,0.8438344074789682
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2,0.0,0.18181818181818182,0.25,0.5,0.18181818181818182,1.0,3.270864567716142,2.6666666666666665,3.5,6.4,0.17878787878787883,2.2,2.65,0.7258620689655173,39.0,0.0,17.878787878787882,18.181818181818183,49.23076923076923,50.0,12.606060606060609,Low Risk,3,Stable Contributors,-1.588969635840307,-0.05956369963408272
29,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0.0,0.18181818181818182,0.5,0.5,0.18181818181818182,1.0,3.463768115942029,3.3333333333333335,4.0,7.1,0.11212121212121211,2.1,3.8000000000000003,0.3568965517241379,42.0,0.0,11.212121212121211,18.181818181818183,54.61538461538461,50.0,9.93939393939394,Low Risk,3,Stable Contributors,-2.046938047841938,2.2483001726368226
25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0.2,0.3333333333333333,0.6,0.4,0.3333333333333333,0.5,2.447776111944028,3.0,2.5,6.600000000000001,0.2533333333333333,2.3,2.75,0.16034482758620688,18.0,6.666666666666667,25.33333333333333,33.33333333333333,50.76923076923078,40.0,22.133333333333333,Low Risk,3,Stable Contributors,-0.09680689789142821,0.6251649349847798
42,0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.7,0.5454545454545454,0.4,0.8,0.09090909090909091,0.125,2.5904095904095903,2.0,3.5,6.5,0.5813636363636363,1.3,2.65,0.5706896551724139,4.125,46.666666666666664,58.13636363636363,54.54545454545454,50.0,80.0,53.61818181818181,Medium Risk,0,Fast-Track Performers,3.6876282763711745,-0.9788483537429862
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0.13636363636363635,0.30434782608695654,0.22727272727272727,0.4090909090909091,0.21739130434782608,0.25,3.8864227154569084,3.0,2.5,10.000000000000002,0.22381422924901187,3.6,2.75,0.1706896551724138,14.25,20.0,22.381422924901187,30.434782608695656,76.92307692307693,40.909090909090914,24.08300395256917,Low Risk,3,Stable Contributors,0.03405820290783869,0.43804300971947946
51,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.5,1.0,2.7202797202797204,3.0,2.5,5.300000000000001,0.1,1.4,2.85,0.16034482758620688,33.0,0.0,10.0,0.0,40.769230769230774,0.0,4.0,Low Risk,2,High-Risk Stagnation,-2.8291059933732523,0.8101391574663784
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,0.16666666666666666,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.5,3.4755244755244754,2.6666666666666665,2.5,5.9,0.33452380952380956,1.1,2.6500000000000004,0.6,16.5,6.666666666666667,33.452380952380956,57.14285714285714,45.38461538461539,66.66666666666666,32.523809523809526,Low Risk,4,Career Explorers,1.0138912200884682,0.06324941981477249
32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0.0,0.16666666666666666,0.5,0.5,0.16666666666666666,1.0,2.791208791208791,2.3333333333333335,2.5,10.1,0.20833333333333331,1.7,2.0500000000000003,0.37241379310344824,80.0,0.0,20.833333333333332,16.666666666666664,77.6923076923077,50.0,13.333333333333332,Low Risk,1,Promotion-Stalled,-2.4128761290504244,-2.0107655913496063
38,0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.7777777777777778,0.5,0.0,0.5555555555555556,0.14285714285714285,0.125,2.6231884057971016,3.0,4.0,8.1,0.49722222222222223,1.8,3.8000000000000003,0.020689655172413793,6.75,46.666666666666664,49.72222222222222,50.0,62.30769230769231,55.55555555555556,48.888888888888886,Medium Risk,0,Fast-Track Performers,2.861399564512991,1.7176490370180488
32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0.0,0.2,0.7142857142857143,0.5714285714285714,0.2,1.0,1.087456271864068,2.0,4.0,7.6,0.25,1.6,2.9,0.1706896551724138,39.0,0.0,25.0,20.0,58.46153846153845,57.14285714285714,16.0,Low Risk,4,Career Explorers,-1.262031700968694,-1.00765862338672
46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0.875,0.2413793103448276,0.25,0.875,0.13793103448275862,0.125,4.21694576355911,1.6666666666666667,2.5,6.300000000000001,0.5999281609195402,2.5,2.25,0.5706896551724139,4.5,46.666666666666664,59.99281609195401,24.137931034482758,48.46153846153847,87.5,45.23850574712643,Medium Risk,0,Fast-Track Performers,3.7613220426829392,-1.9195464005999936
28,1,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,0.0,0.0,5.0,0.0,0.16666666666666666,1.0,3.4815184815184814,2.3333333333333335,2.0,6.800000000000001,0.16666666666666666,1.4,2.1,0.1706896551724138,33.0,0.0,16.666666666666664,0.0,52.307692307692314,0.0,6.666666666666666,Low Risk,2,High-Risk Stagnation,-2.1346484789913807,-1.3801811255583334
29,0,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.18181818181818182,1.0,3.3203398300849574,2.3333333333333335,1.5,9.100000000000001,0.16666666666666666,2.0,1.9500000000000002,0.1706896551724138,57.0,0.0,16.666666666666664,0.0,70.0,0.0,6.666666666666666,Low Risk,1,Promotion-Stalled,-2.743089012058864,-1.9190169862732958
31,0,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0.7,0.0,0.2,0.8,0.18181818181818182,0.125,2.789605197401299,3.0,2.0,10.2,0.345,1.8,2.8000000000000003,0.3879310344827586,10.5,46.666666666666664,34.5,0.0,78.46153846153847,80.0,27.799999999999997,Low Risk,0,Fast-Track Performers,1.6687182526649733,0.5524245977154362
25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.5,1.999000499750125,2.6666666666666665,3.0,6.300000000000001,0.2904761904761905,2.6,2.4000000000000004,0.05172413793103448,18.0,6.666666666666667,29.04761904761905,42.857142857142854,48.46153846153847,71.42857142857143,26.476190476190474,Low Risk,4,Career Explorers,0.4938287190921833,-0.34791976104534306
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0.19047619047619047,0.3181818181818182,0.09523809523809523,0.47619047619047616,0.18181818181818182,0.2,3.3731567108222946,3.3333333333333335,2.5,7.1,0.21287878787878783,2.9,3.0500000000000003,0.756896551724138,8.4,26.666666666666668,21.287878787878782,31.818181818181817,54.61538461538461,47.61904761904761,26.060606060606062,Low Risk,3,Stable Contributors,0.48205858746996333,1.7497181675007145
36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0.625,0.7647058823529411,0.25,0.6875,0.058823529411764705,0.09090909090909091,3.206793206793207,3.3333333333333335,3.5,6.5,0.47659313725490193,1.5999999999999999,3.5500000000000003,0.21206896551724136,3.0,66.66666666666666,47.65931372549019,76.47058823529412,50.0,68.75,62.00490196078431,Medium Risk,0,Fast-Track Performers,3.2596201957948954,2.068413270886503
55,0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0.10810810810810811,0.2631578947368421,0.05405405405405406,0.35135135135135137,0.13157894736842105,0.2,3.8082383523295342,2.3333333333333335,3.5,7.1,0.27029397818871503,3.4,2.65,0.560344827586207,8.4,26.666666666666668,27.0293978188715,26.31578947368421,54.61538461538461,35.13513513513514,26.706495969653865,Low Risk,4,Career Explorers,0.5674933940614594,-0.3260534263771648
47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.8181818181818182,0.2727272727272727,0.1,3.9483505498167277,2.3333333333333335,2.5,6.300000000000001,0.6121212121212121,2.6,2.25,0.7,3.6,60.0,61.212121212121204,63.63636363636363,48.46153846153847,81.81818181818183,61.57575757575758,Medium Risk,0,Fast-Track Performers,3.9105266003968153,-0.9225817857602999
28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0.0,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666666,1.0,2.067932067932068,3.0,4.0,11.3,0.18333333333333335,1.5999999999999999,3.6,0.24310344827586206,92.0,0.0,18.333333333333336,33.33333333333333,86.92307692307692,66.66666666666666,17.333333333333332,Low Risk,1,Promotion-Stalled,-2.6003232310649773,0.7215569584974802
37,0,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0.0,0.5,0.8333333333333334,0.16666666666666666,0.25,1.0,3.2493753123438283,3.6666666666666665,2.5,8.0,0.15833333333333335,2.1,3.25,0.21206896551724136,42.0,0.0,15.833333333333336,50.0,61.53846153846154,16.666666666666664,21.333333333333336,Low Risk,3,Stable Contributors,-1.9857823034099367,1.8520123267643174
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0.25,0.5,1.0,0.0,0.25,0.5,3.226773226773227,3.0,2.5,8.9,0.3125,1.1,2.95,0.1810344827586207,25.5,6.666666666666667,31.25,50.0,68.46153846153847,0.0,29.5,Low Risk,3,Stable Contributors,-0.18369235721900548,0.5356386383405066
37,0,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0.0,0.125,0.3333333333333333,0.3333333333333333,0.1875,1.0,4.532822392535821,3.3333333333333335,1.0,8.7,0.09791666666666665,2.8,2.3,0.41034482758620694,54.0,0.0,9.791666666666664,12.5,66.92307692307692,33.33333333333333,7.666666666666666,Low Risk,1,Promotion-Stalled,-2.5779857259056245,0.15614057743254547
35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0.75,0.6363636363636364,0.75,0.25,0.2727272727272727,0.14285714285714285,3.9973342219260246,2.6666666666666665,2.0,9.9,0.5549242424242424,2.9000000000000004,2.0,0.3775862068965517,7.714285714285714,40.0,55.49242424242424,63.63636363636363,76.15384615384616,25.0,53.287878787878796,Medium Risk,0,Fast-Track Performers,2.693610872155151,-1.1558028087453458
38,0,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0.7777777777777778,0.0,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.125,2.8010994502748625,2.6666666666666665,2.0,11.700000000000001,0.40555555555555556,2.4000000000000004,1.9000000000000001,0.6224137931034484,12.0,46.666666666666664,40.55555555555556,0.0,90.00000000000001,77.77777777777779,30.22222222222222,Low Risk,0,Fast-Track Performers,1.901651570002326,-1.1827928772063376
26,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.5,3.1969015492253874,2.0,2.0,11.0,0.4285714285714286,2.1,1.8,0.3103448275862069,40.0,6.666666666666667,42.85714285714286,71.42857142857143,84.61538461538461,57.14285714285714,40.57142857142857,Medium Risk,4,Career Explorers,0.5799438004627627,-2.6956060517158282
50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0.09090909090909091,0.13793103448275862,0.36363636363636365,0.5454545454545454,0.1724137931034483,0.5,3.8280343931213756,2.3333333333333335,1.0,7.700000000000001,0.23296760710553813,3.8,1.5,0.19137931034482758,21.0,6.666666666666667,23.296760710553812,13.793103448275861,59.23076923076924,54.54545454545454,15.456635318704283,Low Risk,4,Career Explorers,-0.20066612391919514,-2.0341713847335936
53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0.16666666666666666,0.13636363636363635,0.8333333333333334,0.5,0.18181818181818182,0.5,4.39490127468133,2.6666666666666665,3.5,8.8,0.22575757575757577,3.5,3.05,0.5810344827586207,24.0,6.666666666666667,22.575757575757578,13.636363636363635,67.6923076923077,50.0,15.121212121212121,Low Risk,3,Stable Contributors,-0.40861292912532815,0.41959207312482133
42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0.5238095238095238,0.7619047619047619,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.08333333333333333,2.452273863068466,3.0,2.5,12.1,0.4738095238095238,1.9,2.75,0.16034482758620688,8.333333333333334,73.33333333333333,47.38095238095238,76.19047619047619,93.07692307692308,28.57142857142857,63.80952380952381,Medium Risk,0,Fast-Track Performers,2.3227781582318068,0.05685347425295576
29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0.0,0.6363636363636364,0.2727272727272727,0.8181818181818182,0.18181818181818182,1.0,2.2758620689655173,3.0,1.5,9.0,0.2590909090909091,1.9,2.35,0.32068965517241377,54.0,0.0,25.90909090909091,63.63636363636363,69.23076923076923,81.81818181818183,29.454545454545453,Low Risk,1,Promotion-Stalled,-0.9211293193635212,-0.47970250829566596
55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0.0,0.5384615384615384,0.36363636363636365,0.7272727272727273,0.15384615384615385,1.0,2.7061469265367317,3.3333333333333335,3.0,9.700000000000001,0.20128205128205126,2.1,3.3000000000000003,0.756896551724138,57.0,0.0,20.128205128205128,53.84615384615385,74.61538461538463,72.72727272727273,24.205128205128204,Low Risk,3,Stable Contributors,-1.4847664386475943,1.2954271500751489
